id;pdfUrl;ref;author;recipient;title;placeId;placeName;date1;date2;date3;document;description;createdAt;updatedAt
11;1853187000011;BR APPR PB 001 GPR.Cpa49 caixa 01;MEDEIROS, José Gomes de – requerente;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;Requer pagamento das despesas com índios do aldeamento do Apiaí (PR), conforme ordens recebidas.;1;Curitiba (PR);1854-04-27;;;Microfilme: rolo 279, flash 4, cx. 1 Cópia digital: GPR.Cpa49;;2024-11-18 22:55:31;2024-11-18 22:55:31
12;1853187000012;BR APPR PB 001 CMP77 caixa 03;SÁ, Manoel Marcondes de – presidente da Câmara Municipal de Guarapuava;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;Comunica que o destacamento de 12 praças* enviado a Guarapuava (PR), a fi m de conter o ataque dos índios, não está no local mais adequado da vila, o que impede a proteção dos fazendeiros.;1;Guarapuava (PR);1854-05-05;;;Microfilme: rolo 272, flash 6, cx. 1 Cópia digital: CMP77;Ver também os verbetes 0004, 0005, 0006 e 0015.;2024-11-18 22:55:31;2024-11-18 22:55:31
13;1853187000013;BR APPR PB 001 GPR.Cpa5 caixa 01;MACHADO, João da Silva, (Barão de Antonina) – proprietário de terras, organizador e instalador de aldeamentos indígenas no norte da província do Paraná;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;Solicita ao encarregado do aldeamento do Jataí (PR), Joaquim Francisco Lopes, que lhe informe [destinatário] a respeito dos índios Kaiowa* que vão dos sertões do Iguatemi (MT) e Ivinheima (MT) para aquele aldeamento.;1;Vila de Itapeva da Fachina (SP);1854-05-09;;;Microfilme: rolo 272, flash 4, cx. 1 Cópia digital: GPR.Cpa5;;2024-11-18 22:55:31;2024-11-18 22:55:31
14;1853187000014;BR APPR PB 001 EXE5 caixa 04;LOPES, Joaquim Francisco – encarregado do aldeamento do Jataí;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;Informa o número de índios vindos da margem direita do rio Paraná e dos sertões do Iguatemi (MT), em 1853, que se encontram atualmente no aldeamento do Jataí (PR), conforme requerimento do Barão de Antonina.;1;Senhora da Conceição do Porto de Jataí (PR);1854-05-26;;;Microfilme: rolo 272, flash 6, cx. 1 Cópia digital: EXE5;;2024-11-18 22:55:31;2024-11-18 22:55:31
15;1853187000015;BR APPR PB 001 CMP92 caixa 03;LOURES, Francisco Ferreira da Rocha – presidente da Câmara Municipal de Guarapuava;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;Informa a respeito de um ataque de índios a uma fazenda no lugar denominado Laranjeiras (PR), de onde saíram pessoas feridas e dois índios mortos.;1;Guarapuava (PR);1854-05-29;;;Microfilme: rolo 272, flash 5, cx. 1 Cópia digital: CMP92;Ver também os verbetes 0004, 0006 e 0012.;2024-11-18 22:55:31;2024-11-18 22:55:31
16;1853187000016;BR APPR PB 001 GPR.Cpa4 caixa 01;MACHADO, João da Silva, (Barão de Antonina) – proprietário de terras, organizador e instalador de aldeamentos indígenas no norte da província do Paraná;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;Informa a chegada de indígenas ao aldeamento do Jataí (PR) e a reclamação do encarregado desse aldeamento, Joaquim Francisco Lopes, que afi rma não estar conseguindo sustentar tantas pessoas. Em anexo, lista com o cálculo das despesas necessárias ao aldeamento.;1;São Paulo (SP);1854-06-09;;;Microfilme: rolo 272, flashs 7 e 8, cx. 1 Cópia digital: GPR.Cpa4;;2024-11-18 22:55:31;2024-11-18 22:55:31
17;1853187000017;BR APPR PB 001 OPU.Ies23 caixa 04;ASSIS, Francisco Xavier de – inspetor da estrada da Mata;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;"Comunica que alguns 'selvagens' atearam fogo em um campo do lado direito da estrada da Mata.";1;Rio Negro (PR);1854-07-03;;;Microfilme: rolo 269, flash 2, cx. 1 Cópia digital: OPU.Ies23;;2024-11-18 22:55:31;2024-11-18 22:55:31
18;1853187000018;BR APPR PB 001 GPR.Cpp445 caixa 02;SARAIVA, José Antônio – presidente da província de São Paulo;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;"Comunica o envio de cópia do ofício do diretor-geral dos índios da província de São Paulo, informando que índios do aldeamento de São Jerônimo do Jataí (PR) estão no de São João Baptista da Faxina (SP), causando vários transtornos -  solicita providências. Ofício em anexo.";1;São Paulo (SP);1854-07-28;1854-08-02;;"Microfilme: rolo 272, flash 4, cx. 1 -  rolo 269, flash 5, cx. 1 Cópia digital: GPR.Cpp445";- A data mais antiga refere-se ao documento em anexo. - Ver também os verbetes 0020 e 0022.;2024-11-18 22:55:31;2024-11-18 22:55:31
19;1853187000019;BR APPR PB 001 DGI4 caixa 03;LOPES, Joaquim Francisco – encarregado do aldeamento de São Jerônimo do Jataí;SILVA, Manoel Ignácio do Canto e – diretor-geral dos índios da província do Paraná;Informa a respeito do aldeamento de São Jerônimo do Jataí (PR) e dos índios que nele residem.;1;[Senhora] da Conceição [do Porto] de Jataí (PR);1854-08-22;;;Microfilme: rolo 269, flash 6, cx. 1 Cópia digital: DGI4;;2024-11-18 22:55:31;2024-11-18 22:55:31
20;1853187000020;BR APPR PB 001 DGI5 caixa 03;SILVA, Manoel Ignácio do Canto e – diretor-geral dos índios da província do Paraná;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;Acusa o recebimento de portaria que ordena serem passadas terminantes ordens ao diretor do aldeamento de São Jerônimo do Jataí (PR), Joaquim Francisco Lopes, para que vá até o aldeamento de São João Baptista da Faxina (SP), a fi m de trazer de volta os índios que lá estão.;1;Curitiba (PR);1854-09-06;;;Microfilme: rolo 269, flash 12, cx. 1 Cópia digital: DGI5;Ver também os verbetes 0018 e 0022.;2024-11-18 22:55:31;2024-11-18 22:55:31
21;1853187000021;BR APPR PB 001 SPP174 caixa 07;RIBAS, José de Oliveira – 1o suplente do subdelegado de polícia de Palmas;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;Solicita reembolso de despesa com um carro de bois entregue ao cacique* Veri.;1;Palmas (PR);1854-10-01;;;Microfilme: rolo 269, flash 14, cx. 1 Cópia digital: SPP174;;2024-11-18 22:55:31;2024-11-18 22:55:31
22;1853187000022;BR APPR PB 001 DGI6 caixa 03;SILVA, Manoel Ignácio do Canto e – diretor-geral dos índios da província do Paraná;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;"Comunica envio de ofício do encarregado do aldeamento de São Jerônimo do Jataí (PR), Joaquim Francisco Lopes, referente aos índios que estão seguindo para o aldeamento de São João Baptista da Faxina (SP) -  informa, ainda, que suspendeu o envio de ferramentas e vestuário para os índios, visto ser isto responsabilidade do Barão de Antonina. Ofício em anexo.";1;Castro(PR);1854-09-17;1855-10-09;;Microfilme: rolo 269, flash 15, cx. 1 Cópia digital: DGI6;- A data mais antiga refere-se ao documento em anexo. - Ver também os verbetes 0018 e 0020.;2024-11-18 22:55:31;2024-11-18 22:55:31
23;1853187000023;BR APPR PB 001 DGI8 caixa 03;SILVA, Manoel Ignácio do Canto e – diretor-geral dos índios da província do Paraná;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;Acusa recebimento de ofício pedindo-lhe informações a respeito dos índios aldeados na província do Paraná.;1;Castro(PR);1855-01-16;;;Microfilme: rolo 279, flash 18, cx. 1 Cópia digital: DGI8;;2024-11-18 22:55:31;2024-11-18 22:55:31
24;1853187000024;BR APPR PB 001 SPP262 caixa 07;SOUZA, Pedro Ribeiro de – subdelegado de polícia de Palmas;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;"Comunica o ataque dos índios 'bravos' à propriedade de Hermógenes Carneiro Lobo Ferreira, solicitando, por esse motivo, praças* de 1a linha para a segurança da povoação de Palmas (PR).";1;Palmas (PR);1855-02-07;;;Microfilme: rolo 282, flash 6, cx. 1 Cópia digital: SPP262;Ver também os verbetes 0025 e 0029.;2024-11-18 22:55:31;2024-11-18 22:55:31
25;1853187000025;BR APPR PB 001 SPP260 caixa 07;FRANÇA, Francisco Manoel de Assis – delegado de polícia de Guarapuava;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;"Envia ofício do subdelegado de polícia de Palmas (PR), Pedro Ribeiro de Souza, informando-lhe sobre o ataque de índios 'bravos' à propriedade de Hermógenes Carneiro Lobo Ferreira -  solicita munição. Ofício em anexo.";1;Guarapuava (PR);1855-02-07;1855-02-10;;Microfilme: rolo 282, flash 3, cx. 1 Cópia digital: SPP260;- A data mais antiga refere-se ao documento em anexo. - Ver também os verbetes 0024 e 0029.;2024-11-18 22:55:31;2024-11-18 22:55:31
26;1853187000026;BR APPR PB 001 SPP270 caixa 07;SOUZA, Pedro Ribeiro de – subdelegado de polícia de Palmas;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;"Informa que, em vista dos constantes ataques dos índios 'bravos' à povoação de Palmas (PR), necessita de um destacamento de 20 praças,* armas e munição -  solicita, também, o envio de gado e ferramentas para o sustento dos índios aldeados.";1;Palmas(PR);1855-02-12;;;Microfilme: rolo 282, flash 6, cx. 1 Cópia digital: SPP270;;2024-11-18 22:55:31;2024-11-18 22:55:31
27;1853187000027;BR APPR PB 001 SPP272 caixa 07;AZEVEDO, Antônio Francisco de – chefe de polícia da província do Paraná;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;"Informa o pedido do subdelegado de polícia de Palmas (PR) de que fossem pagos os soldos vencidos das praças* do Corpo de Municipais Permanentes da província de São Paulo destacados em Palmas (PR) para combater os ataques dos índios 'bugres'.*";1;Curitiba (PR);1855-02-19;;;Microfilme: rolo 282, flash 2, cx. 1 Cópia digital: SPP272;;2024-11-18 22:55:31;2024-11-18 22:55:31
28;1853187000028;BR APPR PB 001 SPP275 caixa 07;FRANÇA, Francisco Manoel de Assis – delegado de polícia de Guarapuava;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;"Comunica que o subdelegado de polícia de Palmas (PR), Pedro Ribeiro de Souza, informou-lhe do ataque de índios a uma fazenda, bem como solicitou-lhe munição para a defesa da povoação -  questiona se pode remeter a este subdelegado alguns cartuchos deixados pela província de São Paulo.";1;Guarapuava (PR);1855-02-20;;;Microfilme: rolo 282, flash 3, cx. 1 Cópia digital: SPP275;;2024-11-18 22:55:31;2024-11-18 22:55:31
29;1853187000029;BR APPR PB 001 PJU269 caixa 09;CARVALHAES, José Antônio Vaz de – juiz de direito da comarca de Castro;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;"Comunica o envio de ofício do delegado de polícia de Guarapuava (PR) informando-lhe o ataque de índios 'bravo' à fazenda de propriedade de Hermógenes Carneiro Lobo Ferreira, causando a morte de um escravo e de um índio 'manso'. Ofício não está em anexo.";1;Castro (PR);1855-02-23;;;Microfilme: rolo 282, flash 4, cx. 1 Cópia digital: PJU269;Ver também os verbetes 0024 e 0025.;2024-11-18 22:55:31;2024-11-18 22:55:31
30;1853187000030;BR APPR PB 001 SPP284 caixa 07;SOUZA, Pedro Ribeiro de – subdelegado de polícia de Palmas;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;"Solicita auxílio contra ataque de índios à povoação de Palmas (PR), onde já assassinaram um escravo e um índio 'manso'.";1;Palmas (PR);1855-03-03;;;Microfilme: rolo 282, flash 7, cx. 1 Cópia digital: SPP284;;2024-11-18 22:55:31;2024-11-18 22:55:31
31;1853187000031;BR APPR PB 001 TFA234 caixa 08;SILVA, João Caetano da – inspetor da Tesouraria da Fazenda da província do Paraná;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;Envia ofício do subdelegado de polícia de Palmas (PR), Pedro Ribeiro de Souza, solicitando-lhe um destacamento de tropa de linha a fi m de prevenir o ataque de índios. Ofício em anexo.;1;[Curitiba (PR)];1855-02-12;1855-03-09;;Microfilme: rolo 282, flash 11, cx. 1 Cópia digital: TFA234;A data mais antiga refere-se ao documento em anexo.;2024-11-18 22:55:31;2024-11-18 22:55:31
32;1853187000032;BR APPR PB 001 SPP305 caixa 07;GARCIA, João Domingues – subdelegado de polícia de Rio Negro;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;"Comunica que os indígenas 'selvagens' rondam as comitivas que seguem para a província do sul pela estrada da Mata, conforme informou o inspetor dessa.";1;Rio Negro (PR);1855-03-21;;;Microfilme: rolo 282, flash 11, cx. 1 Cópia digital: SPP305;;2024-11-18 22:55:31;2024-11-18 22:55:31
33;1853187000033;BR APPR PB 001 SPP306 caixa 07;FRANÇA, Francisco Manoel de Assis – delegado de polícia de Guarapuava;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;"Informa sobre o ataque de índios 'selvagens' à fazenda de Francisco Ferreira da Rocha Loures, em Guarapuava (PR).";1;Guarapuava (PR);1855-03-21;;;Microfilme: Cópia digital: SPP306;;2024-11-18 22:55:31;2024-11-18 22:55:31
34;1853187000034;BR APPR PB 001 CMP192 caixa 03;SÁ, Manoel Marcondes de – presidente da Câmara Municipal de Guarapuava;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;Informa as condições em que se encontra Guarapuava (PR), principalmente no que diz respeito aos indígenas que fi cam no sertão dos campos deste município e no de Palmas (PR).;1;Guarapuava (PR);1855-03-23;;;Microfilme: rolo 282, flash 12, cx. 1 Cópia digital: CMP192;;2024-11-18 22:55:31;2024-11-18 22:55:31
35;1853187000035;BR APPR PB 001 SPP316 caixa 07;FRANÇA, Francisco Manoel de Assis – delegado de polícia de Guarapuava;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;"Informa sobre uma escolta que se reuniu na fazenda de Francisco Ferreira da Rocha Loures e seguiu à captura de índios 'selvagens'.";1;Guarapuava (PR);1855-03-30;;;Microfilme: rolo 282, flash 9, cx. 1 Cópia digital: SPP316;;2024-11-18 22:55:31;2024-11-18 22:55:31
36;1853187000036;BR APPR PB 001;FERRAZ, Luiz Pedreira do Couto – ministro do Império;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;Remete dois decretos, um que exonera Manoel Ignácio do Canto e Silva do cargo de diretor-geral dos índios da província do Paraná, e outro que nomeia Francisco Ferreira da Rocha Loures para esse cargo. Decretos não estão em anexo.;1;Rio de Janeiro (RJ);1855-04-25;;;Original;;2024-11-18 22:55:31;2024-11-18 22:55:31
37;1853187000037;BR APPR PB 001 GPR.Cpa78 caixa 01;LOURES, Francisco Ferreira da Rocha – [fazendeiro de Guarapuava];OLIVEIRA, João Caetano de – [fazendeiro dos Campos Gerais];"Solicita que interceda pelo delegado de polícia de Guarapuava (PR), que enviou um ofício ao chefe de polícia da província do Paraná pedindo auxílio para combater os índios 'bugres'.*";1;Guarapuava(PR);1855-05-07;;;Microfilme: rolo 282, flash 18, cx. 1 Cópia digital: GPR.Cpa78;;2024-11-18 22:55:31;2024-11-18 22:55:31
38;1853187000038;BR APPR PB 001 SPP338 caixa 07;CARVALHAES, José Antônio Vaz de – chefe de polícia da província do Paraná;REZENDE, Theófi lo Ribeiro de – vice-presidente da província do Paraná;"Informa a respeito de uma expedição que o delegado de polícia de Guarapuava (PR) autorizou para capturar índios 'bravos' no sertão -  esta expedição, porém, seria formada por índios 'mansos' comandados por um cacique*, com o que o chefe de polícia não concorda. Constam cópias de ofícios referentes ao assunto.";1;Curitiba(PR);1855-05-06;1855-05-18;;Microfilme: rolo 282, flash 19, cx. 1 Cópia digital: SPP338;A data mais antiga refere-se aos documentos em anexo.;2024-11-18 22:55:31;2024-11-18 22:55:31
39;1853187000039;BR APPR PB 001 DGI9 caixa 03;SILVA, Manoel Ignácio do Canto e – diretor-geral dos índios da província do Paraná;REZENDE, Theófi lo Ribeiro de – vice-presidente da província do Paraná;Solicita providências para os aldeamentos de Guarapuava (PR) e de Palmas (PR), entre elas a vinda de capuchinhos para catequizar os índios.;1;Castro (PR);1855-05-27;;;Microfilme: rolo 282, flash 20, cx. 1 Cópia digital: DGI9;;2024-11-18 22:55:31;2024-11-18 22:55:31
40;1853187000040;BR APPR PB 001 DGI.11 caixa 20;LOURES, Francisco Ferreira da Rocha – diretor-geral dos índios da província do Paraná;REZENDE, Theófi lo Ribeiro de – vice-presidente da província do Paraná;Solicita que agradeça ao imperador, D. Pedro II, sua nomeação para o cargo de diretor-geral dos índios da província do Paraná.;1;Guarapuava (PR);1855-06-06;;;Microfilme: rolo 284, flash 3, cx. 1;;2024-11-18 22:55:31;2024-11-18 22:55:31
41;1853187000041;BR APPR PB 001 SPP.385 caixa 20;FRANÇA, Francisco Manoel de Assis – delegado de polícia da vila de Guarapuava;REZENDE, Theófi lo Ribeiro de – vice-presidente da província do Paraná;"Justifi ca-se por não ter prestado auxilio ao subdelegado de polícia de Palmas (PR) para conter o ataque dos índios 'selvagens', o que resultou em sua demissão.";1;Guarapuava (PR);1855-06-21;;;Microfilme: rolo 284, flash 4, cx. 1;;2024-11-18 22:55:31;2024-11-18 22:55:31
42;1853187000042;BR APPR PB 001;FERRAZ, Luiz Pedreira do Couto – ministro do Império;VASCONCELLOS, Zacarias de Góes e – presidente da província do Paraná;Envia cópia de tabela provisória que determina os vencimentos dos empregados das colônias militar e indígena do Jataí (PR) dirigidas pelo Barão de Antonina. Cópia em anexo.;1;Rio de Janeiro (RJ);1855-06-25;1855-10-10;;Original;- A data mais antiga refere-se ao documento em anexo. - Neste período, os assuntos referentes à catequese e civilização dos indígenas estavam a cargo da 4a seção da Secretaria de Estado do Ministério do Império, de acordo com o Regulamento de 30 de março de 1844.;2024-11-18 22:55:31;2024-11-18 22:55:31
43;1853187000043;BR APPR PB 001.PJU 390 caixa 18;MUNHÓS, Caetano José – juiz municipal de Curitiba;REZENDE, Theófi lo Ribeiro de – vice-presidente da província do Paraná;Acusa a recepção de portaria solicitando-lhe informações que venham a ser pedidas pelo diretor- geral dos índios da província do Paraná.;1;Curitiba (PR);1855-06-27;;;Microfilme: rolo 284, flash 3, cx. 1;O vice-presidente da província do Paraná enviou a mesma portaria a outras autoridades da província, que responderam de maneira semelhante a este ofício.;2024-11-18 22:55:31;2024-11-18 22:55:31
44;1853187000044;BR APPR PB 001 DGI.12 caixa 20;SILVA, Manoel Ignácio do Canto e – [delegado de polícia de Castro];REZENDE, Theófi lo Ribeiro de – vice-presidente da província do Paraná;Comunica que expediu à Diretoria-Geral dos Índios da província do Paraná os papéis, conforme solicitado [destinatário], com exceção de um decreto que não foi fornecido pelo governo imperial.;1;Castro (PR);1855-07-03;;;Microfilme: rolo 284, flash 11, cx. 1;;2024-11-18 22:55:31;2024-11-18 22:55:31
45;1853187000045;BR APPR PB 001 DGI.13 caixa 20;LOURES, Francisco Ferreira da Rocha – diretor-geral dos índios da província do Paraná;REZENDE, Theófi lo Ribeiro de – vice-presidente da província do Paraná;"Acusa o recebimento de dois ofícios do destinatário, um deles solicitando informações sobre os aldeamentos de Guarapuava (PR) e de Palmas (PR) -  comunica que responderá a eles, tão logo obtenha as informações necessárias.";1;Guarapuava (PR);1855-07-22;;;Microfilme: rolo 284, flash 9, cx. 1;;2024-11-18 22:55:31;2024-11-18 22:55:31
46;1853187000046;BR APPR PB 001 GPR. Cpa;CAMARGO, Antônio de Sá e – major-comandante do 4o Esquadrão da Guarda Nacional de Guarapuava;REZENDE, Theófi lo Ribeiro de – vice-presidente da província do Paraná;Solicita demissão do cargo de diretor dos índios da extinta aldeia de Guarapuava (PR) por ocupar um comando na Guarda Nacional do mesmo município.;1;Guarapuava (PR);1855-07-23;;;Microfilme: rolo 284, flash 9, cx. 1;;2024-11-18 22:55:31;2024-11-18 22:55:31
47;1853187000047;BR APPR PB 001 DGI.14 caixa 20;LOURES, Francisco Ferreira da Rocha – diretor-geral dos índios da província do Paraná;ROHAN, Henrique de Beaurepaire – vice-presidente da província do Paraná;"Informa sobre a expedição que o cacique* Veri e sua tropa fi zeram 'selvagens'.";1;Guarapuava(PR);1855-08-07;;;Microfilme: rolo 284, flash 13, cx. 1;;2024-11-18 22:55:31;2024-11-18 22:55:31
48;1853187000048;BR APPR PB 001 DGI.15 caixa 20;LOURES, Francisco Ferreira da Rocha – diretor-geral dos índios da província do Paraná;[REZENDE, Theófi lo Ribeiro de] – vice-presidente da província do Paraná;"Cópia de ofício que informa sobre os aldeamentos de Guarapuava (PR) e de Palmas (PR) -  expõe as necessidades dos mesmos e as medidas que devem ser tomadas para afugentar ou aldear os índios 'selvagens' ainda existentes na província do Paraná.";1;Guarapuava (PR);1855-08-08;;;Microfilme: rolo 284, flash 18, cx. 1;;2024-11-18 22:55:31;2024-11-18 22:55:31
49;1853187000049;BR APPR PB 001 SSP.430 caixa 16;CARVALHAES, José Antônio Vaz de – chefe de polícia da província do Paraná;REZENDE, Theófi lo Ribeiro de – vice-presidente da província do Paraná;"Comunica que enviou ofícios do delegado de polícia de Guarapuava (PR), Francisco José dos Santos, informando-lhe sobre a expedição do cacique* Veri e sua tropa a fi m de capturar índios 'selvagens' -  remete as despesas da mesma para serem pagas. Ofícios em anexo.";1;Curitiba (PR);1855-08-06;1855-08-24;;Microfilme: rolo 284, flash 13, cx. 1;A data mais antiga refere-se aos documentos em anexo.;2024-11-18 22:55:31;2024-11-18 22:55:31
50;1853187000050;BR APPR PB 001 GPR.Cpp;ALMEIDA, Antônio Roberto de – vice-presidente da província de São Paulo;[ROHAN, Henrique de Beaurepaire] – vice-presidente da província do Paraná;Solicita que o diretor do aldeamento de São Jerônimo (PR), Joaquim Francisco Lopes, vá até o aldeamento de São João Baptista da Faxina (SP) buscar os índios que lá estão e que pertencem ao aldeamento do Paraná.;1;São Paulo (SP);1855-09-12;;;Microfilme: rolo 284, flash 17, cx. 1;;2024-11-18 22:55:31;2024-11-18 22:55:31
